"station_code","station_name","year","month","day","date","air_tmax","air_tmax_source","air_tmin","air_tmin_source","elev_m","et_morton_actual","et_morton_actual_source","et_morton_potential","et_morton_potential_source","et_morton_wet","et_morton_wet_source","et_short_crop","et_short_crop_source","et_tall_crop","et_tall_crop_source","evap_comb","evap_comb_source","evap_morton_lake","evap_morton_lake_source","evap_pan","evap_pan_source","evap_syn","evap_syn_source","extracted","latitude","longitude","mslp","mslp_source","radiation","radiation_source","rainfall","rainfall_source","rh_tmax","rh_tmax_source","rh_tmin","rh_tmin_source","vp","vp_deficit","vp_deficit_source","vp_source"
"008028","Nabawa",1998,1,17,1998-01-17,30.1,25,11.3,25,"145.0 m",2.2,26,10.7,26,6.5,26,7.1,26,9.4,26,12,25,7.2,26,12,25,10.8,26,2024-11-13,-28.5008,114.7897,1016.9,25,31.8,25,0,0,17.6,26,56,26,7.5,24.9,26,25
"008028","Nabawa",1998,1,18,1998-01-18,31.2,25,14,25,"145.0 m",3.3,26,10.8,26,7,26,7.3,26,9.4,26,11.2,25,7.8,26,11.2,25,10.9,26,2024-11-13,-28.5008,114.7897,1010.9,25,32.5,42,0,0,22.7,26,64.5,26,10.3,25.1,26,25
"008028","Nabawa",1998,1,19,1998-01-19,28.9,25,19.4,25,"145.0 m",4.9,26,9.8,26,7.4,26,6.8,26,8.3,26,11.3,25,8.2,26,11.3,25,9.9,26,2024-11-13,-28.5008,114.7897,1010,25,32,42,0,0,39.4,26,69.7,26,15.7,19,26,25
"008028","Nabawa",1998,1,20,1998-01-20,32.6,25,19.1,25,"145.0 m",1.3,26,6.6,26,4,26,4.6,26,6.1,26,13.1,25,4.3,26,13.1,25,8,26,2024-11-13,-28.5008,114.7897,1012,25,14.1,42,0,0,39.6,26,88.2,26,19.5,21.1,26,25
"008028","Nabawa",1998,1,21,1998-01-21,26.7,25,18.3,25,"145.0 m",3.9,26,9.5,26,6.7,26,6.4,26,7.9,26,11.1,25,7.5,26,11.1,25,9.6,26,2024-11-13,-28.5008,114.7897,1016.1,25,30.7,42,0,0,37.1,26,61.8,26,13,17.9,26,25
"008028","Nabawa",1998,1,22,1998-01-22,28,25,13.6,25,"145.0 m",3.7,26,10,26,6.8,26,6.7,26,8.5,26,12.6,25,7.6,26,12.6,25,10.3,26,2024-11-13,-28.5008,114.7897,1016.2,25,32.5,42,0,0,27,26,65.5,26,10.2,20.4,26,25
"008028","Nabawa",1998,1,23,1998-01-23,31.9,25,14.2,25,"145.0 m",3.4,26,10.6,26,7,26,7.2,26,9.3,26,11.7,25,7.8,26,11.7,25,10.9,26,2024-11-13,-28.5008,114.7897,1016.1,25,31.9,42,0,0,23.9,26,69.8,26,11.3,25.4,26,25
"008028","Nabawa",1998,1,24,1998-01-24,39.6,25,16.2,25,"145.0 m",1.7,26,13.2,26,7.4,26,8.6,26,11.7,26,17.5,25,8.2,26,17.5,25,13.1,26,2024-11-13,-28.5008,114.7897,1014.6,25,31.5,42,0,0,14.7,26,57.6,26,10.6,41.9,26,25
"008028","Nabawa",1998,1,25,1998-01-25,41.6,25,22,25,"145.0 m",0,26,15.6,26,7.8,26,9.1,26,12.5,26,17.8,25,8.6,26,17.8,25,14.3,26,2024-11-13,-28.5008,114.7897,1013,25,31.5,42,0,0,10.5,26,31.8,26,8.4,53.3,26,25
"008028","Nabawa",1998,1,26,1998-01-26,42,25,19.6,25,"145.0 m",0,26,15,26,7.5,26,9,26,12.6,26,14.8,25,8.2,26,14.8,25,14.4,26,2024-11-13,-28.5008,114.7897,1010.3,25,31,42,0,0,8.9,26,32,26,7.3,53.4,26,25
"008028","Nabawa",1998,1,27,1998-01-27,41.7,25,22.3,25,"145.0 m",1.5,26,14.8,26,8.1,26,9,26,12.1,26,14.5,25,8.9,26,14.5,25,13.9,26,2024-11-13,-28.5008,114.7897,1010.4,25,31.6,42,0,0,15.9,26,47.6,26,12.8,49.4,26,25
"008028","Nabawa",1998,1,28,1998-01-28,42.8,25,21.6,25,"145.0 m",0,26,15.3,26,7.6,26,9.1,26,12.5,26,14,25,8.4,26,14,25,14.5,26,2024-11-13,-28.5008,114.7897,1012.4,25,30.3,42,0,0,11.3,26,37.6,26,9.7,54.8,26,25
"008028","Nabawa",1998,1,29,1998-01-29,32.4,25,18.1,25,"145.0 m",5.3,26,9.5,26,7.4,26,6.8,26,8.4,26,9.4,25,8.2,26,9.4,25,10.2,26,2024-11-13,-28.5008,114.7897,1012.1,25,30.9,42,0,0,37.6,26,88.2,26,18.3,21.3,26,25
"008028","Nabawa",1998,1,30,1998-01-30,32,25,20.7,25,"145.0 m",0.4,26,5.8,26,3.1,26,4.1,26,5.8,26,8.2,25,3.3,26,8.2,25,7.5,26,2024-11-13,-28.5008,114.7897,1013.1,25,9.5,42,0,0,37.9,26,73.8,26,18,22.5,26,25
"008028","Nabawa",1998,1,31,1998-01-31,31.2,25,17.7,25,"145.0 m",1.6,26,9.4,26,5.5,26,6.2,26,8.2,26,8.9,25,6,26,8.9,25,9.7,26,2024-11-13,-28.5008,114.7897,1015.1,25,24.2,42,0,0,28.4,26,63.7,26,12.9,24.5,26,25
"008028","Nabawa",1998,2,1,1998-02-01,29.3,25,18,25,"145.0 m",4.6,26,9.3,26,7,26,6.4,26,7.9,26,9.9,25,7.7,26,9.9,25,10,26,2024-11-13,-28.5008,114.7897,1016.8,25,30.4,42,0,0,38.5,26,76.1,26,15.7,18.9,26,25
"008028","Nabawa",1998,2,2,1998-02-02,32.5,25,13.7,25,"145.0 m",3.5,26,9.8,26,6.7,26,6.9,26,8.9,26,11.5,25,7.4,26,11.5,25,11,26,2024-11-13,-28.5008,114.7897,1016.4,25,30.2,42,0,0,26.2,26,81.7,26,12.8,24.6,26,25
"008028","Nabawa",1998,2,3,1998-02-03,31.3,25,14.7,25,"145.0 m",4.1,26,9.9,26,7,26,6.9,26,8.7,26,11.1,25,7.8,26,11.1,25,10.9,26,2024-11-13,-28.5008,114.7897,1015,25,31.4,42,0,0,28.9,26,79,26,13.2,22.8,26,25
"008028","Nabawa",1998,2,4,1998-02-04,29.8,25,17.3,25,"145.0 m",5.5,26,9.4,26,7.4,26,6.7,26,8.1,26,10.2,25,8.2,26,10.2,25,10.3,26,2024-11-13,-28.5008,114.7897,1016.8,25,32.1,42,0,0,39.3,26,83.6,26,16.5,18.5,26,25
"008028","Nabawa",1998,2,5,1998-02-05,35.9,25,16.5,25,"145.0 m",2.1,26,12.1,26,7.1,26,7.8,26,10.4,26,12.2,25,7.8,26,12.2,25,12.3,26,2024-11-13,-28.5008,114.7897,1017.1,25,30.9,42,0,0,18.4,26,58.1,26,10.9,34.2,26,25
"008028","Nabawa",1998,2,6,1998-02-06,30,25,17.2,25,"145.0 m",3,26,9.6,26,6.3,26,6.4,26,8.2,26,11.7,25,7,26,11.7,25,10.1,26,2024-11-13,-28.5008,114.7897,1013.8,25,28.3,42,0,0,30.9,26,66.8,26,13.1,22.1,26,25
"008028","Nabawa",1998,2,7,1998-02-07,37.4,25,13.6,25,"145.0 m",0.8,26,11.9,26,6.4,26,7.8,26,10.8,26,11.9,25,7,26,11.9,25,12.5,26,2024-11-13,-28.5008,114.7897,1017.7,25,28.6,42,0,0,14,26,57.8,26,9,37.1,26,25
"008028","Nabawa",1998,2,8,1998-02-08,41.3,25,19.7,25,"145.0 m",0,26,15,26,7.5,26,9,26,12.7,26,14.9,25,8.2,26,14.9,25,15.1,26,2024-11-13,-28.5008,114.7897,1016.8,25,31.6,42,0,0,7.1,26,24.4,26,5.6,53.5,26,25
"008028","Nabawa",1998,2,9,1998-02-09,41.2,25,22,25,"145.0 m",0,26,14.4,26,7.2,26,8.5,26,11.8,26,14,25,7.9,26,14,25,14,26,2024-11-13,-28.5008,114.7897,1012.8,25,28.6,42,0,0,13.1,26,39,26,10.3,50.4,26,25
"008028","Nabawa",1998,2,10,1998-02-10,37.7,25,20.4,25,"145.0 m",2.3,26,11.7,26,7,26,7.6,26,10.1,26,12.9,25,7.7,26,12.9,25,12,26,2024-11-13,-28.5008,114.7897,1016.8,25,28,25,0,0,23.8,26,64.7,26,15.5,35.9,26,25
"008028","Nabawa",1998,2,11,1998-02-11,33.6,25,16.6,25,"145.0 m",1.1,26,12.6,26,6.8,26,7.7,26,10.3,26,11.8,25,7.5,26,11.8,25,12.1,26,2024-11-13,-28.5008,114.7897,1017.5,25,31,42,0,0,14.8,26,40.8,26,7.7,33.2,26,25
"008028","Nabawa",1998,2,12,1998-02-12,34.5,25,19,25,"145.0 m",3,26,11.2,26,7.1,26,7.3,26,9.5,26,10.8,25,7.8,26,10.8,25,11.4,26,2024-11-13,-28.5008,114.7897,1017.1,25,29.8,42,0,0,26,26,64.7,26,14.2,29.8,26,25
"008028","Nabawa",1998,2,13,1998-02-13,37.9,25,19.6,25,"145.0 m",4.2,26,11.1,26,7.7,26,7.6,26,9.8,26,11.9,25,8.4,26,11.9,25,12,26,2024-11-13,-28.5008,114.7897,1015.7,25,29.9,42,0,0,28.4,26,82,26,18.7,32.5,26,25
"008028","Nabawa",1998,2,14,1998-02-14,38.2,25,18.8,25,"145.0 m",4.6,26,11,26,7.8,26,7.7,26,9.9,26,10,25,8.5,26,10,25,12.1,26,2024-11-13,-28.5008,114.7897,1018,25,30.5,42,0,0,28.5,26,88.1,26,19.1,32.2,26,25
"008028","Nabawa",1998,2,15,1998-02-15,34.8,25,20.5,25,"145.0 m",3.3,26,10.8,26,7.1,26,7.1,26,9.2,26,11.7,25,7.7,26,11.7,25,11.1,26,2024-11-13,-28.5008,114.7897,1018.2,25,28.7,42,0,0,29.8,26,68.9,26,16.6,28.9,26,25
"008028","Nabawa",1998,2,16,1998-02-16,38.4,25,17.3,25,"145.0 m",1.8,26,13,26,7.4,26,8.3,26,11.2,26,10.8,25,8.1,26,10.8,25,13.2,26,2024-11-13,-28.5008,114.7897,1014.9,25,31,42,0,0,16.2,26,55.7,26,11,39.7,26,25
"008028","Nabawa",1998,2,17,1998-02-17,32.4,25,18,25,"145.0 m",5.6,26,9.3,26,7.4,26,6.7,26,8.1,26,11.6,25,8.2,26,11.6,25,10.4,26,2024-11-13,-28.5008,114.7897,1011.9,25,30.6,42,0,0,39.1,26,92.1,26,19,20.6,26,25
"008028","Nabawa",1998,2,18,1998-02-18,29.8,25,19.1,25,"145.0 m",4.4,26,8.5,26,6.4,26,5.9,26,7.3,26,9.1,25,7.1,26,9.1,25,9.4,26,2024-11-13,-28.5008,114.7897,1015.8,25,27.5,25,0,0,42.4,26,80.5,26,17.8,18.1,26,25
"008028","Nabawa",1998,2,19,1998-02-19,33.5,25,14.1,25,"145.0 m",3.5,26,10.2,26,6.8,26,7,26,9.1,26,10.4,25,7.5,26,10.4,25,11.2,26,2024-11-13,-28.5008,114.7897,1015.3,25,30.2,42,0,0,24.9,26,80.2,26,12.9,26.3,26,25
"008028","Nabawa",1998,2,20,1998-02-20,30.9,25,16.8,25,"145.0 m",6,26,8.3,26,7.1,26,5.9,26,7.1,26,9.2,25,7.5,26,9.2,25,9.6,26,2024-11-13,-28.5008,114.7897,1014.7,25,28.8,42,0,0,43.9,26,100,26,19.6,16.8,26,25
"008028","Nabawa",1998,2,21,1998-02-21,31.2,25,19.2,25,"145.0 m",4.7,26,9,26,6.8,26,6.2,26,7.7,26,8.6,25,7.5,26,8.6,25,9.8,26,2024-11-13,-28.5008,114.7897,1017.7,25,28.4,42,0,0,40.5,26,82.7,26,18.4,19.8,26,25
"008028","Nabawa",1998,2,22,1998-02-22,31,25,19,25,"145.0 m",5.1,26,8.6,26,6.8,26,6.1,26,7.4,26,8,25,7.5,26,8,25,9.6,26,2024-11-13,-28.5008,114.7897,1016.4,25,28.3,42,0,0,43.4,26,88.8,26,19.5,18.3,26,25
"008028","Nabawa",1998,2,23,1998-02-23,30.8,25,20.1,25,"145.0 m",0.5,26,5.8,26,3.2,26,3.8,26,5.2,26,9,25,3.4,26,9,25,6.3,26,2024-11-13,-28.5008,114.7897,1018.1,25,10.5,42,0,0,43.5,26,82.1,26,19.3,18.8,26,25
"008028","Nabawa",1998,2,24,1998-02-24,29.2,25,19.7,25,"145.0 m",5.6,26,8.1,26,6.9,26,5.6,26,6.7,26,9.1,25,7.2,26,9.1,25,9,26,2024-11-13,-28.5008,114.7897,1018.3,25,27.5,42,0,0,49.9,26,88.1,26,20.2,15.1,26,25
"008028","Nabawa",1998,2,25,1998-02-25,28.5,25,19.2,25,"145.0 m",4.4,26,8.2,26,6.3,26,5.7,26,6.9,26,9.3,25,6.9,26,9.3,25,9.1,26,2024-11-13,-28.5008,114.7897,1016.3,25,27.2,42,0,0,45.5,26,79.6,26,17.7,16.3,26,25
"008028","Nabawa",1998,2,26,1998-02-26,32.3,25,16.6,25,"145.0 m",2.5,26,10.2,26,6.4,26,6.6,26,8.7,26,11.6,25,7,26,11.6,25,10.6,26,2024-11-13,-28.5008,114.7897,1015.4,25,28.1,42,0,0,25.8,26,66.2,26,12.5,26.1,26,25
"008028","Nabawa",1998,2,27,1998-02-27,39.4,25,18.6,25,"145.0 m",0.4,26,12.8,26,6.6,26,7.8,26,10.8,26,13.3,25,7.2,26,13.3,25,12.9,26,2024-11-13,-28.5008,114.7897,1013.3,25,27.3,42,0,0,15.5,26,51.8,26,11.1,42.7,26,25
"008028","Nabawa",1998,2,28,1998-02-28,41.9,25,23.6,25,"145.0 m",0,26,12.3,26,6.2,26,7.7,26,10.9,26,11.7,25,6.7,26,11.7,25,13.1,26,2024-11-13,-28.5008,114.7897,1012.3,25,23.1,42,0,0,15.3,26,42.9,26,12.5,51.4,26,25
"008028","Nabawa",1998,3,1,1998-03-01,38.1,25,22.4,25,"145.0 m",3.8,26,11.1,26,7.5,26,7.3,26,9.4,26,8.7,25,8.1,26,8.7,25,11.1,26,2024-11-13,-28.5008,114.7897,1010.4,25,27.8,42,0,0,30.8,26,75.7,26,20.5,33.2,26,25
"008028","Nabawa",1998,3,2,1998-03-02,30.9,25,21.4,25,"145.0 m",5,26,8.1,26,6.6,26,5.6,26,6.8,26,8.3,25,6.9,26,8.3,25,8.3,26,2024-11-13,-28.5008,114.7897,1012.8,25,25.5,42,0,0,49.3,26,86.4,26,22,17,26,25
"008028","Nabawa",1998,3,3,1998-03-03,29.4,25,19.4,25,"145.0 m",4.6,26,8.1,26,6.3,26,5.6,26,6.8,26,11.5,25,6.9,26,11.5,25,8.4,26,2024-11-13,-28.5008,114.7897,1015.8,25,26.6,42,0,0,46.4,26,84.4,26,19,16.4,26,25
"008028","Nabawa",1998,3,4,1998-03-04,34.2,25,17.9,25,"145.0 m",2.8,26,9.6,26,6.2,26,6.4,26,8.4,26,10.9,25,6.8,26,10.9,25,9.9,26,2024-11-13,-28.5008,114.7897,1015.7,25,26.1,42,0,0,29.7,26,78.1,26,16,26.7,26,25
"008028","Nabawa",1998,3,5,1998-03-05,40.5,25,22.4,25,"145.0 m",0,26,10.5,26,5.2,26,7,26,10,26,11.4,25,5.6,26,11.4,25,11.9,26,2024-11-13,-28.5008,114.7897,1012.5,25,19.5,42,0,0,16.9,26,47.3,26,12.8,46.5,26,25
"008028","Nabawa",1998,3,6,1998-03-06,38.4,25,22.4,25,"145.0 m",0.1,26,9.5,26,4.8,26,6.3,26,9,26,8.5,25,5.1,26,8.5,25,10.5,26,2024-11-13,-28.5008,114.7897,1012.7,25,17.4,42,0,0,21.9,26,54.7,26,14.8,39.6,26,25
"008028","Nabawa",1998,3,7,1998-03-07,34.3,25,20,25,"145.0 m",3.8,26,9.3,26,6.5,26,6.3,26,8,26,8.8,25,7.1,26,8.8,25,9.6,26,2024-11-13,-28.5008,114.7897,1015.7,25,26.1,42,0,0,36.2,26,83.9,26,19.6,24.6,26,25
"008028","Nabawa",1998,3,8,1998-03-08,34.4,25,19.9,25,"145.0 m",3.5,26,9,26,6.3,26,6.1,26,7.8,26,9.2,25,6.8,26,9.2,25,9.4,26,2024-11-13,-28.5008,114.7897,1012.3,25,25.1,42,0,0,36.2,26,84.8,26,19.7,24.7,26,25
"008028","Nabawa",1998,3,9,1998-03-09,31.8,25,20.1,25,"145.0 m",3.9,26,7.4,26,5.6,26,5.1,26,6.4,26,10,25,5.9,26,10,25,8,26,2024-11-13,-28.5008,114.7897,1009.1,25,22,42,0,0,46.2,26,92.3,26,21.7,18.1,26,25
"008028","Nabawa",1998,3,10,1998-03-10,24.9,25,20.4,25,"145.0 m",3.3,26,5.3,26,4.3,26,3.6,26,4.4,26,4.5,25,4.3,26,4.5,25,5.9,26,2024-11-13,-28.5008,114.7897,1008.4,25,16.9,25,0,0,64.2,26,84.3,26,20.2,9.2,26,25
"008028","Nabawa",1998,3,11,1998-03-11,25.2,25,18.4,25,"145.0 m",1,26,6.4,26,3.7,26,4.2,26,5.5,26,6.5,25,4,26,6.5,25,6.7,26,2024-11-13,-28.5008,114.7897,1013.3,25,16.8,42,4.6,0,44.3,26,67.1,26,14.2,14.7,26,25
"008028","Nabawa",1998,3,12,1998-03-12,25.7,25,14,25,"145.0 m",2.9,26,7.4,26,5.1,26,4.9,26,6.3,26,8.1,25,5.6,26,8.1,25,8,26,2024-11-13,-28.5008,114.7897,1019.3,25,25,42,0.2,0,38.2,26,78.9,26,12.6,15.1,26,25
"008028","Nabawa",1998,3,13,1998-03-13,30.5,25,13.3,25,"145.0 m",2,26,9.4,26,5.7,26,6,26,8,26,12.2,25,6.2,26,12.2,25,9.5,26,2024-11-13,-28.5008,114.7897,1019.8,25,26.7,42,0,0,24.3,26,69.4,26,10.6,23.4,26,25
"008028","Nabawa",1998,3,14,1998-03-14,34.5,25,17.1,25,"145.0 m",1.6,26,10.6,26,6.1,26,6.6,26,8.9,26,8.7,25,6.6,26,8.7,25,10.5,26,2024-11-13,-28.5008,114.7897,1016.5,25,26.2,42,0,0,22.9,26,64.1,26,12.5,30.3,26,25
"008028","Nabawa",1998,3,15,1998-03-15,33.9,25,16.8,25,"145.0 m",1.1,26,9.6,26,5.3,26,6.1,26,8.3,26,7.4,25,5.8,26,7.4,25,9.8,26,2024-11-13,-28.5008,114.7897,1016.4,25,23.3,42,0,0,24.8,26,68.5,26,13.1,28.4,26,25
"008028","Nabawa",1998,3,16,1998-03-16,37.2,25,16.9,25,"145.0 m",0,26,11,26,5.5,26,6.8,26,9.6,26,9.3,25,6,26,9.3,25,11.2,26,2024-11-13,-28.5008,114.7897,1017.9,25,23.7,42,0,0,17.2,26,56.6,26,10.9,37,26,25
"008028","Nabawa",1998,3,17,1998-03-17,37.7,25,18,25,"145.0 m",1.5,26,8.2,26,4.9,26,5.7,26,7.8,26,8.4,25,5.2,26,8.4,25,9.5,26,2024-11-13,-28.5008,114.7897,1018.7,25,18.7,42,0,0,30.1,26,95,26,19.6,30.1,26,25
"008028","Nabawa",1998,3,18,1998-03-18,39.6,25,18.7,25,"145.0 m",0,26,12,26,6,26,7.4,26,10.7,26,11.7,25,6.5,26,11.7,25,12.8,26,2024-11-13,-28.5008,114.7897,1015.7,25,25.4,42,0,0,10.9,26,36.7,26,7.9,46.4,26,25
"008028","Nabawa",1998,3,19,1998-03-19,31.8,25,17.4,25,"145.0 m",3.3,26,8.6,26,5.9,26,5.7,26,7.3,26,8.9,25,6.4,26,8.9,25,9,26,2024-11-13,-28.5008,114.7897,1012.3,25,25.3,42,0,0,35.3,26,83.6,26,16.6,21.6,26,25
"008028","Nabawa",1998,3,20,1998-03-20,30.3,25,18.8,25,"145.0 m",2,26,8,26,5,26,5.2,26,6.8,26,8.2,25,5.4,26,8.2,25,8.2,26,2024-11-13,-28.5008,114.7897,1014.5,25,21.6,42,0,0,37.3,26,74.2,26,16.1,20.4,26,25
"008028","Nabawa",1998,3,21,1998-03-21,25.4,25,18.8,25,"145.0 m",2.1,26,7.1,26,4.6,26,4.6,26,5.9,26,8.9,25,5,26,8.9,25,7.3,26,2024-11-13,-28.5008,114.7897,1018.5,25,21.4,42,0,0,45,26,67.3,26,14.6,14.8,26,25
"008028","Nabawa",1998,3,22,1998-03-22,25.7,25,12.8,25,"145.0 m",2.7,26,7.5,26,5.1,26,4.8,26,6.3,26,7.8,25,5.6,26,7.8,25,8.1,26,2024-11-13,-28.5008,114.7897,1021.6,25,25.1,42,0,0,35.1,26,78.5,26,11.6,15.6,26,25
"008028","Nabawa",1998,3,23,1998-03-23,30.8,25,11.7,25,"145.0 m",1.2,26,9.3,26,5.3,26,5.9,26,8.1,26,8.7,25,5.7,26,8.7,25,9.6,26,2024-11-13,-28.5008,114.7897,1023.4,25,25.4,42,0,0,20.7,26,67,26,9.2,24.5,26,25
"008028","Nabawa",1998,3,24,1998-03-24,34.4,25,15.3,25,"145.0 m",0,26,8.2,26,4.1,26,6.2,26,9.1,26,10.2,25,4.5,26,10.2,25,10.2,26,2024-11-13,-28.5008,114.7897,1020.7,25,19.3,42,0,0,11.8,26,36.8,26,6.4,35.1,26,25
"008028","Nabawa",1998,3,25,1998-03-25,35.5,25,17,25,"145.0 m",0,26,10.4,26,5.2,26,6.7,26,9.8,26,10.5,25,5.6,26,10.5,25,11.4,26,2024-11-13,-28.5008,114.7897,1018,25,23.8,42,0,0,9.9,26,29.4,26,5.7,38.9,26,25
"008028","Nabawa",1998,3,26,1998-03-26,36.3,25,14.6,25,"145.0 m",0,26,10,26,5,26,6.7,26,9.9,26,9,25,5.4,26,9,25,11.5,26,2024-11-13,-28.5008,114.7897,1017.5,25,23.4,42,0,0,9.1,26,33.1,26,5.5,39.1,26,25
"008028","Nabawa",1998,3,27,1998-03-27,31.9,25,14.7,25,"145.0 m",1.4,26,8.5,26,5,26,5.5,26,7.5,26,10.9,25,5.4,26,10.9,25,9.1,26,2024-11-13,-28.5008,114.7897,1018.3,25,22.7,42,0,0,27.1,26,76.6,26,12.8,24.1,26,25
"008028","Nabawa",1998,3,28,1998-03-28,38.1,25,16.1,25,"145.0 m",0,26,9.9,26,5,26,6.9,26,10.4,26,12.7,25,5.4,26,12.7,25,12.2,26,2024-11-13,-28.5008,114.7897,1018.3,25,22.8,42,0,0,6.8,26,24.6,26,4.5,44.7,26,25
"008028","Nabawa",1998,3,29,1998-03-29,36.8,25,19.5,25,"145.0 m",0,26,10.1,26,5.1,26,6.7,26,10,26,12.8,25,5.5,26,12.8,25,11.9,26,2024-11-13,-28.5008,114.7897,1020.6,25,22.7,42,0,0,7.7,26,21.2,26,4.8,44,26,25
